Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
494,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-197,2000,25.3,1029,1216,84.6,15917,3194,562,630,89.2,333,377,88.3,83,115,72.2,5,6.2,5.1,-1.2,51,80,31,5,118,Matches
495,Matt Targett,eng ENG,DF,Newcastle Utd,29-234,1995,0.2,14,15,93.3,187,49,9,10,90.0,4,4,100.0,1,1,100.0,0,0.0,0.1,0.0,0,0,1,1,0,Matches
496,James Tarkowski,eng ENG,DF,Everton,32-172,1992,32.5,1045,1290,81.0,22119,8229,337,399,84.5,525,571,91.9,173,276,62.7,1,2.9,2.4,-1.9,16,83,11,0,75,Matches
497,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,26-049,1999,18.6,553,763,72.5,9408,2828,267,311,85.9,227,290,78.3,48,107,44.9,5,2.8,2.8,+2.2,36,64,30,9,102,Matches
498,Charlie Taylor,eng ENG,DF,Southampton,31-234,1993,3.0,154,177,87.0,2691,691,63,67,94.0,77,86,89.5,12,17,70.6,0,0.1,0.1,-0.1,1,8,2,1,8,Matches
499,Jack Taylor,ie IRL,MF,Ipswich Town,26-321,1998,8.5,306,372,82.3,5426,1503,133,153,86.9,146,166,88.0,22,40,55.0,0,0.5,0.8,-0.5,5,29,8,1,41,Matches
500,Mathys Tel,fr FRA,FW,Tottenham,20-013,2005,7.2,148,209,70.8,2599,550,70,84,83.3,57,81,70.4,18,29,62.1,1,1.4,1.1,-0.4,10,9,12,4,16,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
501,Kenny Tete,nl NED,DF,Fulham,29-213,1995,16.7,669,823,81.3,10740,3542,354,386,91.7,241,300,80.3,55,89,61.8,2,0.9,0.6,+1.1,7,60,9,6,50,Matches
502,Thiago,br BRA,FW,Brentford,23-318,2001,1.6,31,44,70.5,461,59,16,23,69.6,10,13,76.9,3,4,75.0,0,0.1,0.0,-0.1,2,1,1,0,2,Matches
503,Luke Thomas,eng ENG,DF,Leicester City,23-334,2001,9.7,418,527,79.3,6775,2171,216,235,91.9,167,203,82.3,30,68,44.1,0,0.3,0.3,-0.3,7,27,3,1,30,Matches
504,Youri Tielemans,be BEL,MF,Aston Villa,28-003,1997,33.3,1679,2044,82.1,28817,10189,779,868,89.7,732,838,87.4,139,257,54.1,7,6.9,5.6,+0.1,59,228,37,4,234,Matches
505,Kieran Tierney,sct SCO,"DF,FW",Arsenal,27-339,1997,2.0,96,117,82.1,1508,461,52,55,94.5,36,46,78.3,6,11,54.5,0,0.9,0.5,-0.9,7,7,5,2,12,Matches
506,Jurriën Timber,nl NED,DF,Arsenal,23-327,2001,26.9,1194,1395,85.6,17327,4642,674,741,91.0,472,549,86.0,27,51,52.9,3,0.8,1.3,+2.2,17,107,17,2,146,Matches
507,Jean-Clair Todibo,fr FRA,DF,West Ham,25-131,1999,17.4,788,902,87.4,14042,4883,286,306,93.5,458,487,94.0,40,90,44.4,0,0.0,0.1,0.0,2,40,1,0,31,Matches
508,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-264,1995,1.5,47,67,70.1,653,304,30,32,93.8,15,24,62.5,1,7,14.3,0,0.0,0.0,0.0,0,1,0,0,2,Matches
509,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-186,1998,0.1,3,4,75.0,42,10,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
510,Sandro Tonali,it ITA,MF,Newcastle Utd,25-002,2000,26.2,1136,1360,83.5,17948,4534,599,667,89.8,422,485,87.0,76,123,61.8,2,1.4,1.9,+0.6,20,91,26,4,116,Matches
511,Pau Torres,es ESP,DF,Aston Villa,28-114,1997,20.2,1079,1217,88.7,18849,7175,461,486,94.9,535,573,93.4,69,130,53.1,0,0.1,0.4,-0.1,2,96,7,0,77,Matches
512,Conor Townsend,eng ENG,DF,Ipswich Town,32-067,1993,3.7,80,127,63.0,1418,756,32,39,82.1,41,55,74.5,7,24,29.2,1,0.7,0.2,+0.3,4,7,2,2,8,Matches
513,Adama Traoré,es ESP,"FW,MF",Fulham,29-105,1996,17.7,386,536,72.0,6023,1529,214,263,81.4,130,177,73.4,27,49,55.1,6,4.7,4.4,+1.3,38,32,33,18,61,Matches
514,Boubacar Traoré,ml MLI,MF,Wolves,23-263,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
515,Mark Travers,ie IRL,GK,Bournemouth,25-357,1999,5.0,100,142,70.4,3469,2692,6,6,100.0,51,53,96.2,43,83,51.8,0,0.0,0.0,0.0,0,3,0,0,0,Matches
516,Ryan Trevitt,eng ENG,MF,Brentford,22-059,2003,0.0,4,7,57.1,73,23,1,2,50.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
517,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-233,1990,14.2,1000,1218,82.1,17045,5904,482,511,94.3,418,490,85.3,79,166,47.6,3,1.3,1.4,+1.7,19,67,20,2,111,Matches
518,Leandro Trossard,be BEL,FW,Arsenal,30-157,1994,26.2,632,857,73.7,10332,2777,333,391,85.2,245,321,76.3,42,82,51.2,5,5.3,3.7,-0.3,37,41,43,9,95,Matches
519,Kostas Tsimikas,gr GRE,DF,Liverpool,28-363,1996,8.3,507,605,83.8,8637,2827,243,257,94.6,207,235,88.1,45,90,50.0,1,2.1,2.3,-1.1,16,41,11,4,71,Matches
520,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-177,1997,16.1,538,648,83.0,8269,3189,296,325,91.1,207,253,81.8,23,41,56.1,1,0.3,0.2,+0.7,4,50,3,0,46,Matches
521,Destiny Udogie,it ITA,DF,Tottenham,22-163,2002,20.4,947,1084,87.4,13710,4612,533,584,91.3,359,397,90.4,24,30,80.0,1,1.5,1.2,-0.5,16,88,6,1,120,Matches
522,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,24-029,2001,19.0,765,870,87.9,12528,2683,388,433,89.6,297,319,93.1,62,82,75.6,2,1.1,0.7,+0.9,10,54,9,3,59,Matches
523,Lesley Ugochukwu,fr FRA,MF,Southampton,21-045,2004,16.9,570,671,84.9,8828,1944,277,314,88.2,248,271,91.5,22,37,59.5,1,1.0,0.6,0.0,14,52,7,1,49,Matches
524,Enes Ünal,tr TUR,"FW,MF",Bournemouth,28-000,1997,3.8,63,99,63.6,685,192,40,52,76.9,17,28,60.7,0,1,0.0,1,0.4,0.3,+0.6,4,4,4,0,12,Matches
525,Virgil van Dijk,nl NED,DF,Liverpool,33-306,1991,35.0,2543,2776,91.6,46352,18087,1042,1084,96.1,1263,1323,95.5,213,317,67.2,1,0.7,0.9,+0.3,12,269,6,0,180,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
526,Jamie Vardy,eng ENG,FW,Leicester City,38-119,1987,29.5,243,364,66.8,3497,387,134,181,74.0,80,103,77.7,13,19,68.4,3,2.9,2.5,+0.1,18,10,9,1,20,Matches
527,Renato Veiga,pt POR,"DF,MF",Chelsea,21-285,2003,2.0,118,139,84.9,2171,435,45,51,88.2,55,61,90.2,13,21,61.9,0,0.0,0.2,0.0,0,6,1,0,7,Matches
528,Joël Veltman,nl NED,DF,Brighton,33-115,1992,18.5,719,900,79.9,12118,3171,355,395,89.9,292,363,80.4,62,98,63.3,0,0.5,1.3,-0.5,6,62,8,5,80,Matches
529,Micky van de Ven,nl NED,DF,Tottenham,24-021,2001,10.6,706,776,91.0,13313,4092,210,229,91.7,444,460,96.5,45,72,62.5,2,1.2,0.7,+0.8,2,50,1,0,51,Matches
530,Bart Verbruggen,nl NED,GK,Brighton,22-265,2002,33.0,938,1219,76.9,22231,15102,267,269,99.3,442,450,98.2,224,488,45.9,1,0.0,0.0,+1.0,1,18,1,0,2,Matches
531,Jannik Vestergaard,dk DEN,DF,Leicester City,32-280,1992,15.5,870,959,90.7,14697,5807,397,418,95.0,416,444,93.7,48,81,59.3,0,0.1,0.1,-0.1,3,34,1,0,32,Matches
532,Guglielmo Vicario,it ITA,GK,Tottenham,28-215,1996,23.0,737,841,87.6,14516,8468,228,230,99.1,418,431,97.0,84,171,49.1,0,0.0,0.0,0.0,0,1,0,0,1,Matches
533,Carlos Vinícius,br BRA,"MF,FW",Fulham,30-046,1995,0.2,1,3,33.3,14,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
534,Kyle Walker,eng ENG,DF,Manchester City,34-347,1990,10.8,724,826,87.7,11928,3918,367,388,94.6,305,334,91.3,42,82,51.2,0,0.4,1.3,-0.4,7,63,7,4,64,Matches
535,Kyle Walker-Peters,eng ENG,DF,Southampton,28-027,1997,32.4,1493,1693,88.2,22418,6584,832,886,93.9,573,637,90.0,56,93,60.2,2,2.8,2.3,-0.8,24,119,30,4,139,Matches
536,Christian Walton,eng ENG,GK,Ipswich Town,29-182,1995,6.0,152,226,67.3,4170,2976,41,41,100.0,69,71,97.2,42,114,36.8,0,0.0,0.0,0.0,1,1,0,0,0,Matches
537,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-165,1997,32.0,1321,1641,80.5,18817,6928,846,941,89.9,411,507,81.1,46,100,46.0,3,3.2,2.5,-0.2,30,89,32,11,132,Matches
538,Danny Ward,wls WAL,GK,Leicester City,31-322,1993,1.5,41,53,77.4,1162,949,6,6,100.0,20,20,100.0,15,27,55.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
539,Joel Ward,eng ENG,DF,Crystal Palace,35-193,1989,0.0,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
540,James Ward-Prowse,eng ENG,MF,West Ham,30-190,1994,9.0,530,605,87.6,8912,2549,277,289,95.8,201,219,91.8,46,80,57.5,1,1.3,1.3,-0.3,15,62,4,1,47,Matches
541,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-190,1994,4.4,145,182,79.7,2296,768,82,88,93.2,53,61,86.9,8,23,34.8,1,1.1,0.8,-0.1,4,16,2,0,16,Matches
542,Ollie Watkins,eng ENG,FW,Aston Villa,29-131,1995,25.9,284,383,74.2,3580,594,180,227,79.3,75,92,81.5,9,12,75.0,7,3.0,1.7,+4.0,23,12,12,0,29,Matches
543,Adam Webster,eng ENG,DF,Brighton,30-126,1995,6.9,429,501,85.6,7934,3140,169,177,95.5,213,232,91.8,40,79,50.6,0,0.5,0.2,-0.5,3,32,2,0,40,Matches
544,Danny Welbeck,eng ENG,FW,Brighton,34-165,1990,21.6,368,437,84.2,4306,863,245,284,86.3,80,92,87.0,9,9,100.0,4,1.2,1.3,+2.8,19,17,13,0,42,Matches
545,Welington,br BRA,"DF,MF",Southampton,24-080,2001,2.4,69,89,77.5,1098,318,29,35,82.9,32,41,78.0,3,4,75.0,0,0.0,0.1,0.0,2,5,5,4,6,Matches
546,Timo Werner,de GER,"FW,MF",Tottenham,29-065,1996,5.7,158,236,66.9,2383,597,80,97,82.5,61,86,70.9,7,18,38.9,3,2.5,1.5,+0.5,10,3,15,2,30,Matches
547,Adam Wharton,eng ENG,MF,Crystal Palace,20-342,2004,14.6,548,725,75.6,10271,3780,208,252,82.5,258,322,80.1,70,107,65.4,2,3.0,2.2,-1.0,26,78,18,5,107,Matches
548,Ben White,eng ENG,DF,Arsenal,27-214,1997,10.5,449,537,83.6,7272,2494,230,249,92.4,187,221,84.6,22,45,48.9,1,0.8,0.7,+0.2,7,39,8,1,44,Matches
549,Mats Wieffer,nl NED,"MF,DF",Brighton,25-175,1999,8.3,469,548,85.6,7621,2052,229,253,90.5,198,224,88.4,31,43,72.1,3,1.5,0.8,+1.5,13,46,6,1,52,Matches
550,Neco Williams,wls WAL,DF,Nott'ham Forest,24-027,2001,25.8,751,987,76.1,11289,4558,434,479,90.6,251,347,72.3,37,95,38.9,3,1.5,1.3,+1.5,16,64,19,8,82,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
551,Willian,br BRA,"FW,MF",Fulham,36-274,1988,2.7,163,190,85.8,2905,811,81,86,94.2,68,79,86.1,14,19,73.7,0,0.5,0.6,-0.5,5,18,10,2,38,Matches
552,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-263,1999,11.4,281,341,82.4,4022,852,164,185,88.6,100,115,87.0,10,22,45.5,2,1.9,0.9,+0.1,21,25,8,0,38,Matches
553,Callum Wilson,eng ENG,FW,Newcastle Utd,33-072,1992,3.2,28,40,70.0,394,77,14,18,77.8,12,15,80.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,3,Matches
554,Harry Wilson,wls WAL,"FW,MF",Fulham,28-049,1997,11.1,297,402,73.9,4995,1248,152,178,85.4,113,144,78.5,27,63,42.9,1,1.1,1.1,-0.1,19,25,13,1,48,Matches
555,Harry Winks,eng ENG,MF,Leicester City,29-097,1996,17.1,910,1045,87.1,14101,5048,471,511,92.2,362,397,91.2,44,76,57.9,2,1.2,1.5,+0.8,17,110,7,5,101,Matches
556,Ben Winterburn,eng ENG,"FW,MF",Bournemouth,20-248,2004,0.3,5,7,71.4,93,44,2,3,66.7,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
557,Yoane Wissa,cd COD,FW,Brentford,28-249,1996,29.4,408,536,76.1,5924,1412,252,296,85.1,116,154,75.3,26,45,57.8,3,1.8,1.6,+1.2,23,41,9,1,57,Matches
558,Chris Wood,nz NZL,FW,Nott'ham Forest,33-154,1991,29.9,290,440,65.9,4048,879,176,252,69.8,78,116,67.2,16,22,72.7,3,2.5,1.4,+0.5,19,16,9,1,36,Matches
559,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-344,2002,6.9,363,391,92.8,6144,1494,153,162,94.4,190,197,96.4,16,23,69.6,0,0.0,0.0,0.0,1,11,0,0,17,Matches
560,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-201,1998,13.2,496,562,88.3,9196,3071,178,184,96.7,274,292,93.8,39,74,52.7,0,0.0,0.0,0.0,0,31,0,0,15,Matches
561,Yehor Yarmoliuk,ua UKR,MF,Brentford,21-070,2004,13.3,535,626,85.5,9305,2200,266,308,86.4,198,224,88.4,57,68,83.8,0,0.9,0.7,-0.9,9,62,7,4,52,Matches
562,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-170,1997,20.8,592,725,81.7,8715,1885,314,358,87.7,212,247,85.8,30,53,56.6,1,1.1,0.5,-0.1,17,46,4,0,48,Matches
563,Leny Yoro,fr FRA,DF,Manchester Utd,19-178,2005,12.4,667,724,92.1,10721,3539,302,317,95.3,322,343,93.9,26,40,65.0,0,0.1,0.2,-0.1,2,43,5,1,52,Matches
564,Ashley Young,eng ENG,"DF,FW",Everton,39-305,1985,18.0,610,873,69.9,11228,5051,292,332,88.0,237,312,76.0,75,186,40.3,3,1.6,1.9,+1.4,19,72,18,9,83,Matches
565,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-251,2002,31.6,1262,1546,81.6,26615,9828,341,377,90.5,740,815,90.8,171,324,52.8,0,0.6,0.5,-0.6,11,134,6,0,128,Matches
566,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-146,1996,5.1,313,377,83.0,4980,1092,164,178,92.1,129,149,86.6,14,32,43.8,1,0.1,0.3,+0.9,2,26,7,1,37,Matches
567,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-353,2001,15.6,292,410,71.2,3600,901,196,251,78.1,61,82,74.4,9,18,50.0,1,1.5,1.1,-0.5,12,26,6,0,44,Matches
568,Martin Ødegaard,no NOR,MF,Arsenal,26-144,1998,23.7,1141,1376,82.9,17692,5077,627,693,90.5,418,478,87.4,71,133,53.4,7,5.0,6.4,+2.0,57,120,81,5,240,Matches
