Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
516,Ryan Trevitt,eng ENG,MF,Brentford,22-059,2003,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
517,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-233,1990,14.2,1,0,0,16,11,2,79,12,20,0,0,0,65,21,15,58.3,Matches
518,Leandro Trossard,be BEL,FW,Arsenal,30-157,1994,26.2,4,1,1,25,43,6,79,9,17,0,0,0,93,6,22,21.4,Matches
519,Kostas Tsimikas,gr GRE,DF,Liverpool,28-363,1996,8.3,2,0,0,9,6,1,61,10,18,0,0,0,27,5,6,45.5,Matches
520,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-177,1997,16.1,5,1,1,13,11,0,6,21,17,0,0,1,43,16,16,50.0,Matches
521,Destiny Udogie,it ITA,DF,Tottenham,22-163,2002,20.4,2,0,0,29,38,2,19,21,47,0,0,1,109,13,13,50.0,Matches
522,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,24-029,2001,19.0,10,0,0,38,33,0,7,26,46,0,0,1,117,17,18,48.6,Matches
523,Lesley Ugochukwu,fr FRA,MF,Southampton,21-045,2004,16.9,6,0,0,28,14,0,6,14,24,0,1,0,62,20,17,54.1,Matches
524,Enes Ünal,tr TUR,"FW,MF",Bournemouth,28-000,1997,3.8,2,0,0,6,9,1,4,0,0,0,0,0,16,24,22,52.2,Matches
525,Virgil van Dijk,nl NED,DF,Liverpool,33-306,1991,35.0,4,0,0,16,12,0,1,54,17,0,0,0,110,111,46,70.7,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
526,Jamie Vardy,eng ENG,FW,Leicester City,38-119,1987,29.5,5,0,0,22,21,25,11,5,13,2,0,0,35,49,51,49.0,Matches
527,Renato Veiga,pt POR,"DF,MF",Chelsea,21-285,2003,2.0,2,0,0,6,1,1,0,1,6,0,0,0,9,3,3,50.0,Matches
528,Joël Veltman,nl NED,DF,Brighton,33-115,1992,18.5,4,0,0,27,42,0,23,18,28,0,1,0,68,21,18,53.8,Matches
529,Micky van de Ven,nl NED,DF,Tottenham,24-021,2001,10.6,4,0,0,10,8,0,0,10,6,0,0,0,61,19,18,51.4,Matches
530,Bart Verbruggen,nl NED,GK,Brighton,22-265,2002,33.0,5,0,0,0,2,0,0,0,0,0,0,0,58,10,1,90.9,Matches
531,Jannik Vestergaard,dk DEN,DF,Leicester City,32-280,1992,15.5,5,0,0,12,4,0,0,16,10,0,0,1,46,26,19,57.8,Matches
532,Guglielmo Vicario,it ITA,GK,Tottenham,28-215,1996,23.0,1,0,0,0,2,0,0,1,0,0,0,0,32,9,0,100.0,Matches
533,Carlos Vinícius,br BRA,"MF,FW",Fulham,30-046,1995,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches
534,Kyle Walker,eng ENG,DF,Manchester City,34-347,1990,10.8,3,0,0,6,5,1,14,3,10,0,0,0,46,9,7,56.3,Matches
535,Kyle Walker-Peters,eng ENG,DF,Southampton,28-027,1997,32.4,5,0,0,28,52,2,51,19,29,0,0,0,135,11,21,34.4,Matches
536,Christian Walton,eng ENG,GK,Ipswich Town,29-182,1995,6.0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,100.0,Matches
537,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-165,1997,32.0,1,0,0,22,25,4,70,60,45,0,0,1,163,22,30,42.3,Matches
538,Danny Ward,wls WAL,GK,Leicester City,31-322,1993,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
539,Joel Ward,eng ENG,DF,Crystal Palace,35-193,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
540,James Ward-Prowse,eng ENG,MF,West Ham,30-190,1994,9.0,2,0,0,10,2,0,39,5,10,0,0,0,43,6,4,60.0,Matches
541,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-190,1994,4.4,2,1,1,7,2,0,19,5,1,0,0,0,19,3,5,37.5,Matches
542,Ollie Watkins,eng ENG,FW,Aston Villa,29-131,1995,25.9,2,0,0,27,30,13,7,8,6,2,0,0,39,47,62,43.1,Matches
543,Adam Webster,eng ENG,DF,Brighton,30-126,1995,6.9,0,0,0,5,2,1,1,14,5,0,1,0,20,17,4,81.0,Matches
544,Danny Welbeck,eng ENG,FW,Brighton,34-165,1990,21.6,5,0,0,11,22,4,3,5,14,0,0,0,40,15,29,34.1,Matches
545,Welington,br BRA,"DF,MF",Southampton,24-080,2001,2.4,1,0,0,3,5,0,10,3,5,0,1,0,10,0,2,0.0,Matches
546,Timo Werner,de GER,"FW,MF",Tottenham,29-065,1996,5.7,0,0,0,3,5,5,28,1,4,0,0,0,18,0,1,0.0,Matches
547,Adam Wharton,eng ENG,MF,Crystal Palace,20-342,2004,14.6,2,0,0,12,21,0,39,20,14,0,0,0,102,7,16,30.4,Matches
548,Ben White,eng ENG,DF,Arsenal,27-214,1997,10.5,2,0,0,8,4,1,10,15,9,0,0,0,26,15,5,75.0,Matches
549,Mats Wieffer,nl NED,"MF,DF",Brighton,25-175,1999,8.3,5,0,0,20,6,1,7,13,22,0,0,0,57,25,19,56.8,Matches
550,Neco Williams,wls WAL,DF,Nott'ham Forest,24-027,2001,25.8,7,0,0,23,39,1,46,25,45,0,0,0,96,36,29,55.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
551,Willian,br BRA,"FW,MF",Fulham,36-274,1988,2.7,0,0,0,1,0,0,13,1,1,0,0,0,14,1,2,33.3,Matches
552,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-263,1999,11.4,3,0,0,22,13,3,16,6,16,0,0,0,40,5,14,26.3,Matches
553,Callum Wilson,eng ENG,FW,Newcastle Utd,33-072,1992,3.2,1,0,0,3,1,3,2,1,2,0,0,0,10,2,14,12.5,Matches
554,Harry Wilson,wls WAL,"FW,MF",Fulham,28-049,1997,11.1,2,0,0,10,20,1,38,5,9,1,0,0,50,4,18,18.2,Matches
555,Harry Winks,eng ENG,MF,Leicester City,29-097,1996,17.1,4,0,0,9,13,0,34,9,11,0,0,0,106,8,6,57.1,Matches
556,Ben Winterburn,eng ENG,"FW,MF",Bournemouth,20-248,2004,0.3,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,100.0,Matches
557,Yoane Wissa,cd COD,FW,Brentford,28-249,1996,29.4,2,0,0,28,47,14,20,8,12,1,0,0,67,29,34,46.0,Matches
558,Chris Wood,nz NZL,FW,Nott'ham Forest,33-154,1991,29.9,1,0,0,24,21,26,1,5,4,0,0,0,44,88,129,40.6,Matches
559,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-344,2002,6.9,2,0,0,8,4,0,3,4,7,0,0,0,20,11,7,61.1,Matches
560,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-201,1998,13.2,2,0,0,5,2,1,0,19,6,0,0,0,38,15,15,50.0,Matches
561,Yehor Yarmoliuk,ua UKR,MF,Brentford,21-070,2004,13.3,5,0,0,13,9,2,16,10,24,0,0,0,92,8,7,53.3,Matches
562,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-170,1997,20.8,10,0,0,52,49,6,5,26,21,0,0,0,95,44,30,59.5,Matches
563,Leny Yoro,fr FRA,DF,Manchester Utd,19-178,2005,12.4,5,0,0,9,2,1,1,18,11,0,0,0,45,16,15,51.6,Matches
564,Ashley Young,eng ENG,"DF,FW",Everton,39-305,1985,18.0,6,1,0,25,18,0,66,23,29,0,0,0,61,10,11,47.6,Matches
565,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-251,2002,31.6,3,1,0,18,6,0,5,38,32,0,0,0,143,72,40,64.3,Matches
566,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-146,1996,5.1,1,0,0,8,3,1,10,4,1,0,0,0,16,11,11,50.0,Matches
567,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-353,2001,15.6,2,0,0,9,13,3,4,6,8,1,0,0,57,21,54,28.0,Matches
568,Martin Ødegaard,no NOR,MF,Arsenal,26-144,1998,23.7,4,0,0,10,23,1,81,4,11,0,0,0,91,8,7,53.3,Matches
